filename,brightness_mu,brightness_std,contrast_mu,contrast_std,colorfulness_mu,colorfulness_std,sharpness_mu,sharpness_std,si_mu,si_std,ti_std_mu,ti_std_std,ti_mag_mu,ti_mag_std,niqe_mu,niqe_std,full_duration,height,width,pixels,aspect_ratio,frame_rate,bitrate,format,format_long_name,codec,codec_long_name
/media/ztu/Seagate-ztu-ugc/yt_ugc/original_videos/MusicVideo/360P/MusicVideo_360P-4de7.mkv,95.742819404321,18.55077547866,47.3238827311647,12.8198505964842,21.7024719314172,5.33463326138818,35.4085490121098,10.9488379810408,53.5004261468045,20.5267358790823,8.03629837188121,9.57176463950374,4.39939413861425,8.10397683791359,18.6000068187714,3.557855077488,19.986634,360,480,172800,1.33333333333333,29.97002997003,62158623,"matroska,webm",Matroska / WebM,rawvideo,raw video
/media/ztu/Seagate-ztu-ugc/yt_ugc/original_videos/MusicVideo/360P/MusicVideo_360P-24b0.mkv,110.47511414634,63.5543405584654,41.9569284294145,23.1834812380031,22.653351634602,13.3423168062032,22.8657977222362,16.8801425459149,35.6058446907805,28.9175110960996,21.3469196733164,23.7089927497719,43.4284026221163,66.012331797354,18.3025230725606,4.98497548732787,20,360,640,230400,1.77777777777778,30,82956790,"matroska,webm",Matroska / WebM,rawvideo,raw video
/media/ztu/Seagate-ztu-ugc/yt_ugc/original_videos/MusicVideo/360P/MusicVideo_360P-17e4.mkv,77.724465963831,35.4677047824704,78.1759157576686,21.2046901670308,13.4897051341244,7.42108848662151,43.6730325655601,18.8482811040911,97.7098287138485,31.2193283973782,27.6348339639991,26.5041956921488,15.3283394556262,21.9437077386844,16.2731810569763,1.7417385543183,19.986634,360,640,230400,1.77777777777778,29.97002997003,82873912,"matroska,webm",Matroska / WebM,rawvideo,raw video
/media/ztu/Seagate-ztu-ugc/yt_ugc/original_videos/MusicVideo/360P/MusicVideo_360P-2a75.mkv,94.1079443385831,3.07924217418358,77.2391489154558,2.67578193574304,21.6551839133168,2.35945747050508,72.9508214972743,4.42236332375675,108.828904366204,4.24338846162108,19.9132500033298,5.65537816225998,10.0637202536946,3.29577186257167,17.1618477026622,2.08211216710948,19.550884,360,642,231120,1.78333333333333,30.638,84985702,"matroska,webm",Matroska / WebM,rawvideo,raw video
/media/ztu/Seagate-ztu-ugc/yt_ugc/original_videos/MusicVideo/360P/MusicVideo_360P-08cb.mkv,97.2260115610243,13.7316378615978,75.853497252481,11.0405099148635,13.2871005968096,20.5872811084317,44.2721979376555,10.5272235465765,86.4760039867501,16.3690241159973,21.2931463960509,11.0870151828228,11.6281545462195,9.84305857029823,16.4916925239563,2.41936248331615,19.955121,360,640,230400,1.77777777777778,24.956,69009019,"matroska,webm",Matroska / WebM,rawvideo,raw video
/media/ztu/Seagate-ztu-ugc/yt_ugc/original_videos/MusicVideo/360P/MusicVideo_360P-5f8d.mkv,87.8376512461661,17.328203620565,67.151377986139,7.17463728586161,55.4087494786632,5.306555333842,48.685537019809,12.2065039374478,67.8859162134826,17.6868075367439,19.6591477514789,6.3893082747617,11.2054575317797,5.60142293390345,18.538343111674,2.61151369560893,20.02,360,640,230400,1.77777777777778,29.97002997003,82873910,"matroska,webm",Matroska / WebM,rawvideo,raw video
/media/ztu/Seagate-ztu-ugc/yt_ugc/original_videos/MusicVideo/360P/MusicVideo_360P-7b94.mkv,109.586755458984,26.5029018997255,66.713112799519,8.27593813023379,43.2714303655514,9.86428389987385,41.0917058700235,9.50047978417519,63.9066571171861,15.071062039661,54.8634123046292,16.6766800434338,35.7004587481531,14.2753500729019,17.9318102796872,2.21329282720056,19.978291,360,640,230400,1.77777777777778,23.976023976024,66299174,"matroska,webm",Matroska / WebM,rawvideo,raw video
/media/ztu/Seagate-ztu-ugc/yt_ugc/original_videos/MusicVideo/360P/MusicVideo_360P-5578.mkv,43.0753440915316,39.3740032570827,49.3727876290706,28.8588304765012,17.7597820437558,23.4149092033757,32.8733282712712,15.1454664483828,80.5379889457285,30.0246053961471,6.3463849841468,7.5661750700603,2.51679752187304,3.22746292560599,19.3135409514109,2.645226826817,20.02,360,480,172800,1.33333333333333,29.97002997003,62158619,"matroska,webm",Matroska / WebM,rawvideo,raw video
/media/ztu/Seagate-ztu-ugc/yt_ugc/original_videos/MusicVideo/360P/MusicVideo_360P-648c.mkv,1.29047472721354,0.235785645573931,10.0598885931228,1.08885043331921,15.4657526956317,1.93614039804299,3.43191514949907,0.465811152182439,27.020188873646,2.31957701123751,6.66180060439518,1.01764092504701,0.799744217352283,0.172781262959544,25.251763343811,0.95335012793532,20.02,360,640,230400,1.77777777777778,29.97002997003,82873906,"matroska,webm",Matroska / WebM,rawvideo,raw video
/media/ztu/Seagate-ztu-ugc/yt_ugc/original_videos/MusicVideo/360P/MusicVideo_360P-5699.mkv,123.8657678614,72.960307707283,53.089539685065,16.6904613762181,53.5885273132856,25.2851297160763,28.9418565667048,13.0861947338189,81.8960662619317,39.5274202688764,12.9804435860787,18.1143040149492,8.94730203787076,31.766934341506,14.9563542048136,3.91118985813749,20,360,640,230400,1.77777777777778,30,82956784,"matroska,webm",Matroska / WebM,rawvideo,raw video
